異動,藥品代號,藥品英文名稱,藥品中文名稱,成分,劑量,規格,單複方,支付價,有效起日,有效迄日,藥商,廠商,製造廠名稱,劑型,藥品分類,分類分組名稱,ATC代碼,給付規定章節,2023年數量,2023年數量(含包裹),2024年數量,2024年數量(含包裹),2025年數量,2025年數量(含包裹),2026年(1-6月)數量,2026年(1-6月)數量(含包裹),藥品代碼超連結,給付規定章節連結
,AC59802100,"K-Supply Tablets 595mg ""C.H.""","""正和""益鉀錠595毫克",Potassium Gluconate,595mg,,單方,1.72,1110101,9991231,正和製藥股份有限公司新營廠,正和,正和製藥股份有限公司新營廠,錠劑,一般學名藥,"Potassium Gluconate,一般錠劑膠囊劑,595mg",A12BA05,,1222375.4,1338385.6,147210.8,168026.8,13992,14651,2836,2963,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059802,
,AC598021G0,"K-Supply Tablets 595mg ""C.H.""","""正和""益鉀錠595毫克",Potassium Gluconate,595mg,,單方,2,1081001,9991231,正和製藥股份有限公司新營廠,正和,正和製藥股份有限公司新營廠,錠劑,一般學名藥,"Potassium Gluconate,一般錠劑膠囊劑,595mg",A12BA05,,55852,55923,18288,18316,5379,5388,838,846,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059802,
,AC59808100,Lenli Capsules 25mg,嵐霓膠囊25毫克,Lenalidomide,25mg,,單方,2878,1150401,9991231,美時化學製藥股份有限公司,美時,美時化學製藥股份有限公司南投廠,膠囊劑,一般學名藥,"Lenalidomide,一般錠劑膠囊劑,10mg - 25mg",L04AX04,9.43.,190,190,734,734,421,421,151,151,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059808,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=9.43._20260401.pdf
,AC59809100,Hycopress F.C. Tablets 80/12.5Mg,雙適壓膜衣錠80/12.5毫克,Hydrochlorothiazide 12.5mg+Valsartan 80mg,,,複方,4.38,1140401,9991231,生達化學製藥股份有限公司二廠,生達,生達化學製藥股份有限公司二廠,膜衣錠,一般學名藥,"Valsartan 80mg+Hydrochlorothiazide 0-12.5Mg,一般錠劑膠囊劑",C09DA03,,423,423,196,196,693,693,364,364,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059809,
,AC59818100,"Thyroid Tablets 64mg ""C.L.""","""嘉林""甲狀腺錠",Thyroid,64mg,,單方,1.5,1081201,9991231,嘉林藥品有限公司,嘉林,衛達化學製藥股份有限公司,錠劑,一般學名藥,"Thyroid,一般錠劑膠囊劑,64mg",H03AA05,,0,0,0,0,0,0,84,84,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059818,
,AC59821100,Exfopine Film-Coated Tablet 5/160Mg,安普新膜衣錠5/160毫克,Amlodipine 5mg+Valsartan 160mg,,,複方,5.7,1140901,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,膜衣錠,BA/BE學名藥,"Valsartan 160mg+Amlodipine 5mg+Hydrochlorothiazide 0-25Mg,一般錠劑膠囊劑",C09DB01,,13665744.5,13669035.5,10784670.4,10788319.9,9410893.6,9414302.1,4639486.5,4641886,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059821,
,AC59830100,Saua F.C. Tablets 5mg,莫沙帝膜衣錠5毫克,Mosapride,5mg,,單方,1.6,1150401,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,膜衣錠,BA/BE學名藥,"Mosapride,一般錠劑膠囊劑,5mg",A03FA09,,367748.7,575861.7,658575.5,962852.4,774471.6,1149088,426247.3,592993.9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059830,
,AC598301G0,Saua F.C. Tablets 5mg,莫沙帝膜衣錠5毫克,Mosapride,5mg,,單方,2,1071001,9991231,井田國際醫藥廠股份有限公司,井田,井田國際醫藥廠股份有限公司,膜衣錠,BA/BE學名藥,"Mosapride,一般錠劑膠囊劑,5mg",A03FA09,,913892.7,970274,1140032.9,1199198.3,1182937.4,1253034,602185.6,636016.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059830,
,AC59831248,Lefxin Iv Solution For Infusion 5mg/ml,列伏欣靜脈輸液5毫克/毫升,Levofloxacin,5mg/ml,50ml,單方,290,1140401,9991231,生達化學製藥股份有限公司,生達,生達化學製藥股份有限公司,注射劑,一般學名藥,"Levofloxacin,注射劑,250mg",J01MA12,"10.1.,10.8.2.,10.8.2.3.",6032,6207,1240,1304,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059831,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2.3._20080901_000.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2._20191201_000.pdf"
,AC59835100,"Folic Acid Tablets 5mg ""Y.C.""","""元宙""葉酸錠5毫克",Folic Acid,5mg,,單方,1.5,1071201,9991231,元宙化學製藥股份有限公司,元宙,元宙化學製藥股份有限公司,錠劑,一般學名藥,"Folic Acid,一般錠劑膠囊劑,5mg",B03BB01,3.2.,1626,1626,1560,1560,926,926,270,270,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059835,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=3.2._19950301_000.pdf
,AC598351G0,"Folic Acid Tablets 5mg ""Y.C.""","""元宙""葉酸錠5毫克",Folic Acid,5mg,,單方,2,1071201,9991231,元宙化學製藥股份有限公司,元宙,元宙化學製藥股份有限公司,錠劑,一般學名藥,"Folic Acid,一般錠劑膠囊劑,5mg",B03BB01,3.2.,733,733,1255,1255,1206,1206,468,468,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059835,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=3.2._19950301_000.pdf
,AC59836100,Valsoon F.C. Tablets 5/160Mg,壓立平膜衣錠5/160毫克,Amlodipine 5mg+Valsartan 160mg,,,複方,6.1,1140901,9991231,生達化學製藥股份有限公司二廠,生達,生達化學製藥股份有限公司二廠,膜衣錠,一般學名藥,"Valsartan 160mg+Amlodipine 5mg+Hydrochlorothiazide 0-25Mg,一般錠劑膠囊劑",C09DB01,,14164,14164,3002279.5,3002622.5,4063915.5,4064523.5,1743785,1744074,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059836,
,AC59841100,Co-Vosaa Film Coated Tablets 80/12.5Mg,可汎穩壓膜衣錠80/12.5毫克,Hydrochlorothiazide 12.5mg+Valsartan 80mg,,,複方,4.38,1140401,9991231,中國化學製藥股份有限公司新豐工廠,中化,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"Valsartan 80mg+Hydrochlorothiazide 0-12.5Mg,一般錠劑膠囊劑",C09DA03,,3081189,3081795,2504096,2504765.5,2509363,2510271,1202424.5,1202695.5,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059841,
,AC59843100,Etocoxii F.C. Tablets 90mg,骨適添樂膜衣錠90毫克,Etoricoxib,90mg,,單方,3.23,1140701,9991231,中國化學製藥股份有限公司新豐工廠,中化,中國化學製藥股份有限公司新豐工廠,膜衣錠,一般學名藥,"Etoricoxib,一般錠劑膠囊劑,60-90Mg",M01AH05,1.1.5.,49,49,79,85,137,149,561,561,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059843,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.1.5._20220701.pdf
,AC59846100,"Cimetidine Tablets ""W.S.""","""威勝""喜免潰錠 (希每得定)",Cimetidine,200mg,,單方,1.5,1100601,9991231,威勝生技有限公司,威勝,利達製藥股份有限公司,錠劑,一般學名藥,"Cimetidine,一般錠劑膠囊劑,200mg",A02BA01,7.1.,32,32,115034,158732.5,97036.5,193414,33086,79716,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059846,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC598461G0,"Cimetidine Tablets ""W.S.""","""威勝""喜免潰錠 (希每得定)",Cimetidine,200mg,,單方,2,1100601,9991231,威勝生技有限公司,威勝,利達製藥股份有限公司,錠劑,一般學名藥,"Cimetidine,一般錠劑膠囊劑,200mg",A02BA01,7.1.,1183,1436,1159,1171,2632,2845,906,1062,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059846,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC59850100,"Boken Capsules 200mg ""T.F.""","""大豐""珀康膠囊200毫克",Etodolac,200mg,,單方,2.53,1150401,9991231,大豐製藥股份有限公司,大豐,大豐製藥股份有限公司,膠囊劑,一般學名藥,"Etodolac,一般錠劑膠囊劑,200mg",M01AB08,1.1.5.,310815,376576,359367,422494,409464,472928,220595,264399,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059850,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.1.5._20220701.pdf
,AC59855248,Tylin Lyophilized Powder For Injection 50mg,虎克凍晶注射劑50毫克,Tigecycline,50mg,50mg,單方,1390,1120401,9991231,睿昶興業有限公司,睿昶興,杏林新生製藥股份有限公司,凍晶注射劑,一般學名藥,"Tigecycline,注射劑,50mg",J01AA12,10.8.5.,3387,3803,8139,8969,8540,9415,3122,3490,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059855,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.5._20110701_000.pdf
,AC59864151,"Butaray Oral Solution 0.8mg/ml ""Kojar""","""國嘉""布他瑞內服液0.8毫克/毫升",Butamirate,0.8mg/ml,60ml,單方,25,1070801,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,內服液劑,一般學名藥,"Butamirate,口服液劑,0.8mg/ml,60ml",R05DB13,,4424.1,77365.8,23548.2,225390.9,14157,128973.3,11207,59409.9,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059864,
,AC59866100,Soflow Film Coated Tablets 5mg,順喜膜衣錠5毫克,Solifenacin Succinate,5mg,,單方,4.94,1150401,9991231,永信藥品工業股份有限公司,永信,永信藥品工業股份有限公司台中幼獅廠,膜衣錠,BA/BE學名藥,"Solifenacin Succinate,一般錠劑膠囊劑,5-10Mg,",G04BD08,1.6.3.,96654.5,97467.5,82015,83121,85464,86401.5,40945,41167,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059866,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.6.3._20150201_000.pdf
,AC59867209,"Cefoxitin Powder For Injection ""C.C.P.C.""",熙福汀乾粉注射劑,Cefoxitin,1000mg,1gm,單方,51,1140401,9991231,中國化學製藥股份有限公司台南三廠,中化,中國化學製藥股份有限公司台南三廠,乾粉注射劑,一般學名藥,"Cefoxitin (=Cephoxitin),注射劑,1000mg",J01DC01,10.1.,86084.4,90946.4,70219.2,73243.2,27989.5,29837.5,13348,14158,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059867,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,AC59868500,Esvatin Vaginal Tablets,薇詩婷陰道錠,Estriol,0.5mg,,單方,12.6,1130401,9991231,健喬信元醫藥生技股份有限公司,健喬信元,健喬信元醫藥生技股份有限公司健喬廠,陰道錠,一般學名藥,"Estriol,陰道用錠劑膠囊劑,0.5mg",G03CA04,,1093396,1101384,1611060,1620117,2136137.9,2147751.4,1186708.1,1192243.1,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059868,
,AC59872100,Fofnir F.C. Tablets 300mg,芙?寧膜衣錠300毫克,Tenofovir Disoproxil,300mg,,單方,73,1150401,9991231,中國化學製藥股份有限公司新豐工廠,中化,中國化學製藥股份有限公司新豐工廠,膜衣錠,BA/BE學名藥,"Tenofovir Disoproxil,一般錠劑膠囊劑,245mg",J05AF07,"10.7.3.,10.7.4.,10.9.",467745,467809,477684,477739,475385.8,475395.8,219874,219876,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059872,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.7.3._20250601.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.7.4._20220901.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.9._20241201.pdf"
,AC59880417,Erythrocin Ophthalmic Ointment,紅力素眼藥膏,Erythromycin,5mg/gm,3.5gm,單方,20.7,1130701,9991231,溫士頓醫藥股份有限公司,溫士頓,溫士頓醫藥股份有限公司,眼用軟膏劑,一般學名藥,"Erythromycin,眼耳鼻用軟膏,5mg/gm,3.5gm",S01AA17,,47594.1,141362.5,81488.7,215975.8,241594.8,478102.4,210470.5,361905.7,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059880,
,AC59884143,"Qting Oral Suspension ""Center""","""晟德"" 康停 懸液劑",Quetiapine,25mg/ml,30ml,單方,144,1150401,9991231,晟德大藥廠股份有限公司,晟德,晟德大藥廠股份有限公司新竹廠,懸液劑,BA/BE學名藥,"Quetiapine,口服液劑,25mg/ml,30ml",N05AH04,1.2.2.2.,6328.3,6370.3,7985.1,8079.4,10774.9,11078,7023,7164,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059884,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.2.2.2._20230701.pdf
,AC59884151,"Qting Oral Suspension ""Center""","""晟德"" 康停 懸液劑",Quetiapine,25mg/ml,60ml,單方,236,1150401,9991231,晟德大藥廠股份有限公司,晟德,晟德大藥廠股份有限公司新竹廠,懸液劑,BA/BE學名藥,"Quetiapine,口服液劑,25mg/ml,60ml",N05AH04,1.2.2.2.,39,39,45,45,33,33,31,31,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059884,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.2.2.2._20230701.pdf
,AC59884157,"Qting Oral Suspension ""Center""","""晟德"" 康停 懸液劑",Quetiapine,25mg/ml,120ml,單方,447,1150401,9991231,晟德大藥廠股份有限公司,晟德,晟德大藥廠股份有限公司新竹廠,懸液劑,BA/BE學名藥,"Quetiapine,口服液劑,25mg/ml,120ml",N05AH04,1.2.2.2.,93822.2,95987.9,125212.7,127599.4,165493,169364.2,100109.2,101790.3,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059884,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.2.2.2._20230701.pdf
,AC59887100,Dualpress F.C. Tablets 5Mg/10Mg,克壓脂膜衣錠5毫克/10毫克,Amlodipine 5mg+Atorvastatin 10mg,,,複方,7.2,1140401,9991231,生達化學製藥股份有限公司二廠,生達,生達化學製藥股份有限公司二廠,膜衣錠,BA/BE學名藥,"Atorvastatin 10mg+Amlodipine 5-10 Mg,一般錠劑膠囊劑",C10BX03,2.6.1.,1631305.5,1631482.5,1866789.9,1867169.4,1015202.5,1015286.5,26215.5,26224.5,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059887,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AC59888100,"Leflo F.C. Tablets 500mg ""H.S.""","""華興""利弗伏菌膜衣錠500毫克",Levofloxacin,500mg,,單方,12.1,1140401,9991231,華興化學製藥廠股份有限公司,華興,華興化學製藥廠股份有限公司,膜衣錠,BA/BE學名藥,"Levofloxacin,一般錠劑膠囊劑,500mg",J01MA12,"10.1.,10.8.2.,10.8.2.3.",62219.3,71914.9,89475.6,98124.4,105100,112161.8,60145.8,64605.6,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059888,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2.3._20080901_000.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.8.2._20191201_000.pdf"
,AC59894100,Esocomfort E.F.C. Tablets 40mg,易舒康活腸膜衣錠40毫克,Esomeprazole,40mg,,單方,6.1,1110101,9991231,意欣國際有限公司,意欣,皇佳化學製藥股份有限公司,膜衣錠,BA/BE學名藥,"Omeprazole/Esomeprazole,一般錠劑膠囊劑,40mg",A02BC05,7.1.,957187,959147,999927,1006335,1274962,1280214,1025406.8,1027311.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059894,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.1._20240801.pdf
,AC59896100,Lenli Capsules 5mg,嵐霓膠囊5毫克,Lenalidomide,5mg,,單方,1395,1150401,9991231,美時化學製藥股份有限公司,美時,美時化學製藥股份有限公司南投廠,膠囊劑,一般學名藥,"Lenalidomide,一般錠劑膠囊劑,5mg",L04AX04,9.43.,7,7,21,21,21,21,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059896,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=9.43._20260401.pdf
,AC59897100,Lenli Capsules 10mg,嵐霓膠囊10毫克,Lenalidomide,10mg,,單方,2931,1150401,9991231,美時化學製藥股份有限公司,美時,美時化學製藥股份有限公司南投廠,膠囊劑,BA/BE學名藥,"Lenalidomide,一般錠劑膠囊劑,10mg - 25mg",L04AX04,9.43.,543,543,650,650,916,916,417,417,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059897,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=9.43._20260401.pdf
,AC59898100,Lenli Capsules 15mg,嵐霓膠囊15毫克,Lenalidomide,15mg,,單方,2878,1150401,9991231,美時化學製藥股份有限公司,美時,美時化學製藥股份有限公司南投廠,膠囊劑,一般學名藥,"Lenalidomide,一般錠劑膠囊劑,10mg - 25mg",L04AX04,9.43.,0,0,12,12,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059898,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=9.43._20260401.pdf
,AC59899500,Mikizol Vaginal Tablets 500mg,黴可治陰道錠500毫克,Clotrimazole,500mg,,單方,0,1141101,9991231,強生化學製藥廠股份有限公司,強生,強生化學製藥廠股份有限公司,陰道錠,一般學名藥,"Clotrimazole,陰道用錠劑膠囊劑,500mg",G01AF02,,42,42,0,0,2,2,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059899,
,AC59902100,Genlease Tablets 2mg,健列舒錠2毫克,Doxazosin,2mg,,單方,1.57,1150401,9991231,瑞士藥廠股份有限公司,瑞士,瑞士藥廠股份有限公司新市廠,錠劑,BA/BE學名藥,"Doxazosin,一般錠劑膠囊劑,2mg",C02CA04,,0,0,56,56,0,0,0,0,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059902,
,AC599021G0,Genlease Tablets 2mg,健列舒錠2毫克,Doxazosin,2mg,,單方,2,1080601,9991231,瑞士藥廠股份有限公司,瑞士,瑞士藥廠股份有限公司新市廠,錠劑,BA/BE學名藥,"Doxazosin,一般錠劑膠囊劑,2mg",C02CA04,,220,220,266,266,656,656,376,376,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51059902,
,AC60106100,Bladerin Film-Coated Tablets 5mg,博得淨膜衣錠5毫克,Solifenacin Succinate,5mg,,單方,4.94,1150401,9991231,瑞士藥廠股份有限公司,瑞士,瑞士藥廠股份有限公司新市廠,膜衣錠,BA/BE學名藥,"Solifenacin Succinate,一般錠劑膠囊劑,5-10Mg,",G04BD08,1.6.3.,186512.5,187226.5,157170.8,157829.3,199215.8,200054.8,105279.5,105844.7,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060106,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.6.3._20150201_000.pdf
,AC60109100,Baravir F.C. Tablets 1mg,肝立欣膜衣錠1毫克,Entecavir,1mg,,單方,102,1140101,9991231,意欣國際有限公司,意欣,皇佳化學製藥股份有限公司,膜衣錠,一般學名藥,"Entecavir 一般錠劑膠囊劑,1mg",J05AF10,"10.7.3.,10.7.4.",8587,8587,12205,12205,11498,11638,5192,5192,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060109,"https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.7.3._20250601.pdf,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.7.4._20220901.pdf"
,AC60114100,Rosutor Film-Coated Tablets 5mg,落脂通膜衣錠5毫克,Rosuvastatin,5mg,,單方,6.9,1140401,9991231,東竹藥品股份有限公司,東竹,衛達化學製藥股份有限公司,膜衣錠,一般學名藥,"Rosuvastatin,一般錠劑膠囊劑,5mg",C10AA07,2.6.1.,9,9,0,0,980,980,392,392,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060114,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=2.6.1._20210329.pdf
,AC60131271,Urona Injection 100mg/ml (Mesna),"""信東""優樂健注射液100毫克/毫升",Mesna,100mg/ml,400mg,單方,175,1080201,9991231,信東生技股份有限公司,信東,信東生技股份有限公司,注射液劑,一般學名藥,"Mesna,注射劑,400mg",V03AF01,11.2.3.,24941,24991,27522.5,27522.5,25066,25261,5435,5437,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060131,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=11.2.3._19950301_000.pdf
,AC60133100,Pardone Extended-Release Tablets 6mg,佩里波持續性藥效錠6毫克,Paliperidone,6mg,,單方,100,1150401,9991231,中國化學製藥股份有限公司新豐工廠,中化,中國化學製藥股份有限公司新豐工廠,持續性膜衣錠,BA/BE學名藥,"Paliperidone,緩釋錠劑膠囊劑,6mg",N05AX13,1.2.2.2.,69827,69866,145012,145295,179873,179877,96162,96162,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060133,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.2.2.2._20230701.pdf
,AC60134100,Temilg F.C. Tablets 2/500Mg,甜蜜克膜衣錠2/500毫克,Glimepiride 2mg+Metformin 500mg,,,複方,2.08,1150401,9991231,榮民製藥股份有限公司,榮民,榮民製藥股份有限公司,膜衣錠,BA/BE學名藥,"Glimepiride 2mg+Metformin 500mg,一般錠劑膠囊劑",A10BD02,5.1.,6246210.3,6246756.8,12859672.2,12861033.2,13639943.4,13641060.9,6616878.5,6617663,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060134,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=5.1._20250601.pdf
,AC60139321,"Mupirocin Ointment ""H.S.""","""黃氏""莫比舒膚軟膏",Mupirocin,20mg/gm,5gm,單方,64,1101001,9991231,黃氏製藥股份有限公司,黃氏,黃氏製藥股份有限公司,軟膏劑,一般學名藥,"Mupirocin,外用軟膏劑,20mg/gm,5gm",D06AX09,13.1.,0,0,2,2,6,9,14,14,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060139,
,AC60139335,"Mupirocin Ointment ""H.S.""","""黃氏""莫比舒膚軟膏",Mupirocin,20mg/gm,15gm,單方,124,1101001,9991231,黃氏製藥股份有限公司,黃氏,黃氏製藥股份有限公司,軟膏劑,一般學名藥,"Mupirocin,外用軟膏劑,20mg/gm,15gm",D06AX09,13.1.,1,1,20,21,278,278,509,517,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060139,
,AC60151209,"Oxacillin For Injection ""Gentle""","""政德""歐殺西林乾粉注射劑",Oxacillin,1gm,1gm,單方,38.3,1080201,9991231,政德製藥股份有限公司,政德,政德製藥股份有限公司,乾粉注射劑,一般學名藥,"Oxacillin,注射劑,1gm",J01CF04,10.1.,22469,22573,2998,3027,23782,24086,2723,2861,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060151,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=10.1._20250101.pdf
,AC60152100,Methydur Sustained Release Capsules 33mg,思有得持續性藥效膠囊33毫克,Methylphenidate,33mg,,單方,69,1150401,9991231,友霖生技醫藥股份有限公司,友霖,友霖生技醫藥股份有限公司,持續性藥效膠囊劑,一般學名藥,"Methylphenidate,緩釋錠劑膠囊劑（二）（經全民健保醫、藥專家認定）,33mg",N06BA04,1.3.5.,760456,760484,1178774.2,1178862.2,1592297,1592413,952226,952254,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060152,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.3.5._20251001.pdf
,AC60153100,Methydur Sustained Release Capsules 44mg,思有得持續性藥效膠囊44毫克,Methylphenidate,44mg,,單方,71,1150401,9991231,友霖生技醫藥股份有限公司,友霖,友霖生技醫藥股份有限公司,持續性藥效膠囊劑,一般學名藥,"Methylphenidate,緩釋錠劑膠囊劑（二）（經全民健保醫、藥專家認定）,44mg",N06BA04,1.3.5.,173801,173829,279023,279023,414286,414286,252870,252898,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060153,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=1.3.5._20251001.pdf
,AC601541G0,"Subilin Tablets 30mg ""Kojar""","""國嘉""舒鼻寧錠30毫克",Pseudoephedrine,30mg,,單方,2,1080201,9991231,國嘉製藥工業股份有限公司幼獅三廠,國嘉,國嘉製藥工業股份有限公司幼獅三廠,錠劑,一般學名藥,"Pseudoephedrine,一般錠劑膠囊劑,30mg",R01BA02,,981309,1654990.2,3337145.7,5867460.5,5272357.4,9007491.7,2882294.7,4574706.8,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060154,
,AC60155221,Okmilon Injection,嘔克朗注射劑,Palonosetron,0.05mg/ml,5ml,單方,460,1150401,9991231,南光化學製藥股份有限公司,南光,南光化學製藥股份有限公司,注射劑,一般學名藥,"Palonosetron,注射劑,0.25mg",A04AA05,7.2.1.,80741,81363,82760,82912,76473,76508,35574,35653,https://lmspiq.fda.gov.tw/web/DRPIQ/DRPIQ1000Result?licId=51060155,https://info.nhi.gov.tw/api/INAE3000/INAE3000S01/getPDF?DurgFileName=7.2.1._20130901_000.pdf
